title,Production_Budget,Domestic_Gross,Worldwide_Gross,id,poster_path,release_date,runtime,tagline,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science_Fiction,TV_Movie,Thriller,War,Western,prod_company_1,prod_company_2,prod_company_3,overview,tagline_wordcount,synopsis_wordcount,release_year,release_month,release_day,cast_1,cast_2,cast_3,cast_4,cast_5,casting,composer,director,producer,screenplay,keyword_1,keyword_2,keyword_3
"McFarland, USA",17000000,44480275,45707924,228203,/kV3Bk0PGwYhHLy1JppK3ZbVh7IB.jpg,2015-02-20,128.0,Champions Can Come From Anywhere.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Mayhem Pictures,Walt Disney Pictures,,A track coach in a small California town transforms a team of athletes into championship contenders.,5,16,2015,2,20,Kevin Costner,Ramiro Rodriguez,Carlos Pratts,Johnny Ortiz,Rafael Martinez,,Antonio Pinto,Niki Caro,Mark Ciardi,Grant Thompson,small california town transforms,track coach,championship contenders
Almost Christmas,17000000,42065185,42493506,340402,/ztqeL8yiu12NZUfN9RaE60HPUXz.jpg,2016-11-11,111.0,Five days together? Oh joy.,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Will Packer Productions,Universal Pictures,,A dysfunctional family gathers together for their first Christmas since their mom died.,5,13,2016,11,11,Kimberly Elise,Omar Epps,Danny Glover,John Michael Higgins,Romany Malco,,,David E. Talbert,Gabrielle Union,,dysfunctional family gathers together,first christmas since,mom died
The Hills Have Eyes,17000000,41778863,70355813,9792,/hNuqY8h1oBGTnEQK75AH4IwuiPG.jpg,2006-03-10,107.0,The lucky ones die first.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Dune Entertainment,Major Studio Partners,Craven-Maddalena Films,"Based on Wes Craven's 1977 suspenseful cult classic, The Hills Have Eyes is the story of a family road trip that goes terrifyingly awry when the travelers become stranded in a government atomic zone. Miles from nowhere, the Carter family soon realizes the seemingly uninhabited wasteland is actually the breeding ground of a blood-thirsty mutant family...and they are the prey.",5,60,2006,3,10,Aaron Stanford,Kathleen Quinlan,Vinessa Shaw,Emilie de Ravin,Dan Byrd,Mark Bennett,tomandandy,Alexandre Aja,Wes Craven,Grégory Levasseur,1977 suspenseful cult classic,thirsty mutant family ...,carter family soon realizes
Crawl,17000000,39014193,90014193,91926,/wEd8IvUc3osrKBTSHiBIh9Rej5D.jpg,2011-10-15,80.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Epic Pictures Group,,,"A seedy bar owner hires a mysterious Croatian to commit murder, but a planned double-crossing backfires when a young waitress is taken hostage. A suspenseful, yet darkly humorous chain of events builds to a bloodcurdling climax.",1,36,2011,10,15,Lauren Dillon,George Shevtsov,Paul Holmes,Georgina Haig,Bob Newman,,Christopher Gordon,Paul China,Brian J. Breheny,,yet darkly humorous chain,seedy bar owner hires,young waitress
40 Days and 40 Nights,17000000,37939782,95092667,2752,/pQTZX4gOEEkkMVFIRWtIrCpozeu.jpg,2002-03-01,94.0,Easier said than done.,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Miramax,Universal Pictures,Working Title Films,"Matt Sullivan's last big relationship ended in disaster and ever since his heart's been aching and his commitment's been lacking. Then came Lent, that time of year when everybody gives something up. That's when Matt decides to go where no man's gone before and make a vow: No sex. Whatsoever. For 40 straight days. At first he has everything under control. That is until the woman of his dreams, Erica, walks into his life.",4,74,2002,3,1,Josh Hartnett,Shannyn Sossamon,Adam Trese,Emmanuelle Vaugier,Barry Newman,,Rolfe Kent,Michael Lehmann,Tim Bevan,,last big relationship ended,everybody gives something,40 straight days
Good Boy!,17000000,37667746,45312217,21765,/6puZkWMkBBetr7hvuPxcWe8ALOM.jpg,2003-10-10,87.0,Rover is about to take over.,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Jim Henson Pictures,Metro-Goldwyn-Mayer,,"An intergalactic dog pilot from Sirius (the dog star), visits Earth to verify the rumors that dogs have failed to take over the planet.",6,24,2003,10,10,Molly Shannon,Liam Aiken,Matthew Broderick,Donald Faison,Cheech Marin,Deborah Aquila,,John Robert Hoffman,Lisa Henson,,"dog star ), visits earth",intergalactic dog pilot,verify
Harriet,17000000,36004055,36104055,506528,/4M6hxvrWol8R6NjNAFWtMx1Pr6v.jpg,2019-11-01,125.0,Be free or die,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Focus Features,,,"The story of Harriet Tubman, who helped free hundreds of slaves from the South after escaping from slavery herself in 1849.",4,21,2019,11,1,Cynthia Erivo,Leslie Odom Jr.,Joe Alwyn,Janelle Monáe,Jennifer Nettles,,Terence Blanchard,Kasi Lemmons,Debra Martin Chase,Gregory Allen Howard,helped free hundreds,harriet tubman,story
Smokin' Aces,17000000,35662731,57263440,7516,/sIxQqvlhqWRiw0czLNuGS8q3P4F.jpg,2006-12-09,109.0,Nobody gets away clean.,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Universal Pictures,Working Title Films,StudioCanal,"When a Las Vegas performer-turned-snitch named Buddy Israel decides to turn state's evidence and testify against the mob, it seems that a whole lot of people would like to make sure he's no longer breathing.",4,35,2006,12,9,Ryan Reynolds,Ray Liotta,Joseph Ruskin,Alex Rocco,Wayne Newton,Amanda Mackey,Clint Mansell,Joe Carnahan,Tim Bevan,,snitch named buddy israel decides,people would like,las vegas performer
Beastly,17000000,27865571,38028230,38117,/yp7k0Run4cDGygfAmXpee4qEwAA.jpg,2011-01-21,86.0,Love is never ugly.,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Storefront Films,CBS Films,Mel's Cite du Cinema,"A curse transforms a handsome and arrogant young man into everything he detests in this contemporary retelling of Beauty and the Beast. Wealthy Kyle Kingson has everything a teenager could want in life, but he still gets off on humiliating the weaker and less attractive. When Kyle invites his misfit classmate Kendra to an environmental rally at their school, she questions his motivations but reluctantly accepts. Later, Kyle blows Kendra off, prompting the spurned goth girl to cast a dark spell on the swaggering egotist.",4,85,2011,1,21,Alex Pettyfer,Vanessa Hudgens,Mary-Kate Olsen,LisaGay Hamilton,Neil Patrick Harris,,,Daniel Barnz,Susan Cartsonis,Daniel Barnz,teenager could want,spurned goth girl,misfit classmate kendra
Brooklyn's Finest,17000000,27163593,39233233,26390,/jKSBk0LtZgXxG56uvwiAtYf6ttF.jpg,2009-01-16,133.0,This is War. This is Brooklyn.,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Nu Image,Langley Productions,Fuqua Films,Enforcing the law within the notoriously rough Brownsville section of the city and especially within the Van Dyke housing projects is the NYPD's sixty-fifth precinct. Three police officers struggle with the sometimes fine line between right and wrong.,6,38,2009,1,16,Richard Gere,Don Cheadle,Ethan Hawke,Wesley Snipes,Vincent D'Onofrio,Mary Vernieu,Marcelo Zarvos,Antoine Fuqua,John Thompson,,van dyke housing projects,three police officers struggle,notoriously rough brownsville section
Lottery Ticket,17000000,24719879,24719879,41382,/uJlta7GItfgWpjDBd5JFXVXeImq.jpg,2010-08-20,99.0,Winning is Just the Beginning Surviving is Another Story,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sweepstake Productions,Cube Vision,,Kevin Carson is a young man living in the projects who has to survive a three-day weekend after his opportunistic neighbors find out he's holding a winning lottery ticket worth $370 million,9,32,2010,8,20,Shad Moss,Brandon T. Jackson,Naturi Naughton,Loretta Devine,Teairra Mari,,,Erik White,,Abdul Williams,winning lottery ticket worth,young man living,opportunistic neighbors find
Dickie Roberts: Former Child Star,17000000,22734486,23734486,13778,/7EPPLNPy6lyBBwAyFOn1InIQ6BT.jpg,2003-09-05,98.0,50 million people used to watch him on TV. Now he washes their cars.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Happy Madison Productions,Paramount,,"TV child star of the '70s, Dickie Roberts is now 35 and parking cars. Craving to regain the spotlight, he auditions for a role of a normal guy, but the director quickly sees he is anything but normal. Desperate to win the part, Dickie hires a family to help him replay his childhood and assume the identity of an average, everyday kid.",14,62,2003,9,5,David Spade,Mary McCormack,Craig Bierko,Scott Terra,Jenna Boyd,John Papsidera,Christophe Beck,Sam Weisman,Adam Sandler,David Spade,tv child star,director quickly sees,parking cars
ATL,17000000,21170563,21170563,13960,/fYXO1hKv7L8dZOQGhKkjCzLLDTW.jpg,2006-03-31,105.0,A New American Story,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Warner Bros. Pictures,,,"As four friends prepare for life after high school, different challenges bring about turning points in each of their lives. The dramas unfold and resolve at their local rollerskating rink, Cascade.",4,31,2006,3,31,T.I.,Evan Ross,Jackie Long,Lauren London,Albert Daniels,,,Christian Robinson,Will Smith,,local rollerskating rink,four friends prepare,different challenges bring
Summer Catch,17000000,19693891,19693891,26602,/ik6vcNPcVb93uuMZHYXLnmOHVB5.jpg,2001-08-22,108.0,Are you game?,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Tollin/Robbins Productions,Warner Bros. Pictures,,"A coming-of-age romantic comedy set against the backdrop of the Cape Cod Baseball League. Local boy Ryan Dunne (Freddie Prinze Jr.), now a pitcher for Boston College, meets Tenley Parrish (Jessica Biel), the daughter of a wealthy couple who summer on the Cape. Ryan and Tenley fall in love, much to the chagrin of their families, while Ryan clings to one last hope of being discovered and signed to a pro baseball contract.",3,73,2001,8,22,Freddie Prinze Jr.,Jessica Biel,Fred Ward,Matthew Lillard,Brian Dennehy,,,Mike Tollin,,,"freddie prinze jr .),",age romantic comedy set,local boy ryan dunne
Larry the Cable Guy: Health Inspector,17000000,15680099,15680099,15639,/aoSA8mkGF9B47CtsVdZjpFxL7Gz.jpg,2006-03-24,89.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parallel Entertainment Pictures,,,A slovenly cable repairman becomes a big-city health inspector and is tasked with uncovering the source of a food poisoning epidemic.,1,21,2006,3,24,Larry the Cable Guy,Iris Bahr,Tony Hale,David Koechner,Brooke Dillman,,,Trent Cooper,,,slovenly cable repairman becomes,food poisoning epidemic,city health inspector
My Life in Ruins,17000000,8677425,20477425,23049,/eW4KnUXUyKnNw1150AICDkOfSTD.jpg,2009-06-05,95.0,The most fun you can have without a passport.,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Fox Searchlight Pictures,26 Films,,"A Greek tour guide named Georgia attempts to recapture her kefi (Greek for mojo) by guiding a ragtag group of tourists around Greece and showing them the beauty of her native land. Along the way, she manages to open their eyes to the wonders of an exotic foreign land while beginning to see the world through a new set of eyes in the process.",9,64,2009,6,5,Nia Vardalos,Richard Dreyfuss,Alexis Georgoulis,Alistair McGowan,Harland Williams,,,Donald Petrie,,,greek tour guide named georgia attempts,tourists around greece,exotic foreign land
American Dreamz,17000000,7314027,16510971,9310,/vqOZvLHtY19LPAjGTnvALn5CVpM.jpg,2006-03-04,107.0,Imagine a country where more people vote for a pop idol than they do for their next President.,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Depth of Field,Universal Pictures,,"The new season of ""American Dreamz,"" the wildly popular television singing contest, has captured the country's attention, as the competition looks to be between a young Midwestern gal (Moore) and a showtunes-loving young man from Orange County (Golzari). Recently awakened President Staton (Quaid) even wants in on the craze, as he signs up for the potential explosive season finale.",18,59,2006,3,4,Hugh Grant,Dennis Quaid,Mandy Moore,Willem Dafoe,Chris Klein,Joseph Middleton,Stephen Trask,Paul Weitz,Paul Weitz,Paul Weitz,wildly popular television singing contest,recently awakened president staton,potential explosive season finale
How She Move,17000000,7070641,8607815,16988,/oRH3uVN8FwKOFJBJC8F4Wf8Ogge.jpg,2008-01-25,94.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Téléfilm Canada,MTV Films,Celluloid Dreams,"After the death of Raya Green's(Rutina Wesley) sister, she gets out from her classes at school, and sees a stomp crew practicing. She meets Bishop(Dwain Murphy) which is the dance crew leader. She then meets Michelle and does a stomp battle with her. They become enemies then friends later on. Her uptight mom pushes her to pass the test to get into Medical school, but she thinks she failed....",1,69,2008,1,25,Rutina Wesley,Dwain Murphy,Boyd Banks,Clé Bennett,Nina Dobrev,Stephanie Gorin,,Ian Iqbal Rashid,Brent Barclay,,uptight mom pushes,dance crew leader,stomp crew practicing
Running Scared,17000000,6855137,9729088,7304,/lTb9focF0HA0JLdj8WVPRHgmEiW.jpg,2006-01-06,122.0,Every bullet leaves a trail.,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True Grit Productions,International Production Company,Pierce/Williams Entertainment,"After a drug-op gone bad, Joey Gazelle is put in charge of disposing the gun that shot a dirty cop. But things goes wrong for Joey after the neighbor kid stole the gun and used it to shoot his abusive father. Now Joey has to find the kid and the gun before the police and the mob find them first.",5,60,2006,1,6,Paul Walker,Cameron Bright,Vera Farmiga,Chazz Palminteri,Karel Roden,,Mark Isham,Wayne Kramer,Brett Ratner,,things goes wrong,op gone bad,neighbor kid stole
The Apparition,17000000,4936819,10637281,79694,/qEHx7H3Gvt1zYM1AyitTA8c2XOH.jpg,2012-08-23,82.0,Once You Believe You Die,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Studio Babelsberg Motion Pictures,Dark Castle Entertainment,StudioCanal,"Plagued by frightening occurrences in their home, Kelly and Ben learn that a university's parapsychology experiment produced an entity that is now haunting them. The malevolent spirit feeds on fear and torments the couple no matter where they run. Desperate, Kelly and Ben turn to a paranormal researcher, but even with his aid, it may already be too late to save themselves from the terrifying presence.",5,66,2012,8,23,Ashley Greene,Sebastian Stan,Tom Felton,Julianna Guill,Luke Pasqualino,,,Todd Lincoln,Alex Heineman,,parapsychology experiment produced,malevolent spirit feeds,terrifying presence
Bobby Jones: Stroke of Genius,17000000,2694071,2694071,24747,/wzbV4jsCWZqOEAmyjjGemLNZbK7.jpg,2004-04-30,120.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bobby Jones Films LLC,Dean River Productions,LIFE(n),"The story of golf icon and legend, Bobby Jones, who retired from competition at the tender age of 28.",1,19,2004,4,30,Jim Caviezel,Claire Forlani,Jeremy Northam,Malcolm McDowell,Aidan Quinn,Beverly Holloway,James Horner,Rowdy Herrington,,Rowdy Herrington,tender age,golf icon,bobby jones
Veronica Guerin,17000000,1569918,9438074,10629,/vZSaO5mmX3NWhW7E6tve0zGV5Bs.jpg,2003-07-11,98.0,Why would anyone want to kill Veronica Guerin?,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Jerry Bruckheimer Films,Touchstone Pictures,,"In this true story, Veronica Guerin is an investigative reporter for an Irish newspaper. As the drug trade begins to bleed into the mainstream, Guerin decides to take on and expose those responsible. Beginning at the bottom with addicts, Guerin then gets in touch with John Traynor, a paranoid informant. Not without some prodding, Traynor leads her to John Gilligan, the ruthless head of the operation, who does not take kindly to Guerin's nosing.",8,74,2003,7,11,Cate Blanchett,Gerard McSorley,Ciarán Hinds,Brenda Fricker,Don Wycherley,Nuala Moiselle,Harry Gregson-Williams,Joel Schumacher,Jerry Bruckheimer,Carol Doyle,drug trade begins,true story,traynor leads
Southland Tales,17000000,275380,364607,4723,/oYcJjhtLWJbgdlQMZFrH3LFYyhH.jpg,2006-05-15,144.0,Have a nice apocalypse.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Wild Bunch,Universal Pictures,Cherry Road Films,"Set in the futuristic landscape of Los Angeles on July 4, 2008, as it stands on the brink of social, economic and environmental disaster. Boxer Santaros is an action star who's stricken with amnesia. His life intertwines with Krysta Now, an adult film star developing her own reality television project, and Ronald Taverner, a Hermosa Beach police officer who holds the key to a vast conspiracy.",4,66,2006,5,15,Dwayne Johnson,Seann William Scott,Sarah Michelle Gellar,Mandy Moore,Will Sasso,Mary Vernieu,Moby,Richard Kelly,Sean McKittrick,Richard Kelly,hermosa beach police officer,adult film star developing,reality television project
Escobar: Paradise Lost,17000000,195792,3917679,255343,/4HngNLzCmUYCPB8FbxSZWN0eDKM.jpg,2014-10-11,120.0,Welcome to the family,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,uFilm,Nexus Factory,Jaguar Films,"For Pablo Escobar family is everything. When young surfer Nick falls for Escobar's niece, Maria, he finds his life on the line when he's pulled into the dangerous world of the family business.",4,33,2014,10,11,Benicio del Toro,Josh Hutcherson,Brady Corbet,Claudia Traisac,Carlos Bardem,Pascale Béraud,,Andrea Di Stefano,Dimitri Rassam,Andrea Di Stefano,young surfer nick falls,pablo escobar family,family business
The Young Messiah,16800000,6469813,7313697,318850,/lPlcxAdLzXJCMibZ1iUqXHRZFJa.jpg,2016-03-10,120.0,"Before he was the savior, he was a child.",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Focus Features,,,"Tells the story of Jesus Christ at age seven as he and his family depart Egypt to return home to Nazareth. Told from his childhood perspective, it follows young Jesus as he grows into his religious identity.",9,37,2016,3,10,Adam Greaves-Neal,Sara Lazzaro,Vincent Walsh,Sean Bean,Jonathan Bailey,,,Cyrus Nowrasteh,,Cyrus Nowrasteh,family depart egypt,follows young jesus,jesus christ
The Illusionist,16500000,39868642,83792062,1491,/sRYw9oAiporMpq1GWcYHqmpdeAO.jpg,2006-08-18,110.0,Nothing is what it seems,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Contagious Entertainment,Michael London Productions,Koppelman-Levien,"With his eye on a lovely aristocrat, a gifted illusionist named Eisenheim uses his powers to win her away from her betrothed, a crowned prince. But Eisenheim's scheme creates tumult within the monarchy and ignites the suspicion of a dogged inspector.",5,41,2006,8,18,Edward Norton,Paul Giamatti,Jessica Biel,Rufus Sewell,Eddie Marsan,Deborah Aquila,Philip Glass,Neil Burger,Bob Yari,Neil Burger,gifted illusionist named eisenheim uses,scheme creates tumult within,lovely aristocrat
